text,cedis_code,cedis_complaint,domain,source,rule_applied
"pt authorized in for hyponatremia and bnp> 50,000",863,Abnormal lab values,General and Minor,silver,
Hyponatremia and hypertension,6,Hypertension,Cardiovascular,silver,
f/u VTC NSTEMI labs and vitals,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
urine sample,866,Minor complaints NOS,General and Minor,silver,
VTC with Nephrology,866,Minor complaints NOS,General and Minor,silver,
Abnormal Heart rate and rhythm with no chest pain,5,Palpitations/irregular heart beat,Cardiovascular,silver,
"was walking in the hallway and fell down while walking, he said legs got weak on him,",7,General weakness,Cardiovascular,silver,
"possible syncope episode, weakness",8,Syncope/pre-syncope,Cardiovascular,silver,
near sycopal episode,8,Syncope/pre-syncope,Cardiovascular,silver,
"CARD F/U - CAD, Hospital D/C, labs, EKG",866,Minor complaints NOS,General and Minor,silver,
pt here for eval of low sodium blood work at the vilage clinic with confusion,402,Confusion,Neurologic,silver,
c/o left knee pain after mechanical fall. non weight bearing at present. H/H 5.5.,555,Lower extremity pain,Orthopedic,silver,
"Drinking heavy (vodka) x <DATE_TIME>, now vomiting with weakness and fall x two. has been eating and drinking",751,Substance misuse/intoxication,Substance Misuse,silver,
"Alcohol withdrawal, hallucinationa, confusion,",353,Hallucinations/delusions,Mental Health,rule,PSYCHOSIS
nausea & vomiting,257,Nausea and/or vomiting,Gastrointestinal,silver,
Nausea and vomiting. Feels poisoned from coffee. Feels different this was 20 min after drinking coffee. He works at a water plant that has chemicals the mix with to make water. Vomiting and right shoulder started hurting <DATE_TIME>.,257,Nausea and/or vomiting,Gastrointestinal,silver,
"recheck - was seen <DATE_TIME> and was medivac out,",710,Wound check,Skin,silver,
other digestive system problem - digestive 17,866,Minor complaints NOS,General and Minor,silver,
dog bite on back of R thigh above knee,701,Bite,Skin,silver,
dog bite,701,Bite,Skin,silver,
Tooth Abscess Number 18,709,Localized swelling/redness,Skin,rule,LOCALIZED_INFECTION
Toothache for <DATE_TIME>. having bad pain now in jaw.,101,Dental/gum problem,ENT - Mouth/Throat/Neck,silver,
pt stabbed in <PERSON> and upper left back. etoh,801,Major trauma—penetrating,Trauma,silver,
open incisions on left chest area where chest tube was located,865,Post-operative complications,General and Minor,silver,
dressing change,856,Dressing change,General and Minor,silver,
dressing change out,856,Dressing change,General and Minor,silver,
dressing change of wound,856,Dressing change,General and Minor,silver,
recheck of bandages and wounds,710,Wound check,Skin,silver,
pain from wounds,866,Minor complaints NOS,General and Minor,silver,
Musculoskeletal 10 : other,866,Minor complaints NOS,General and Minor,silver,
"Male <DATE_TIME> had seizure after <DATE_TIME>,t",405,Seizure,Neurologic,silver,
"Serzure, Other Cause/ Chest Pain",405,Seizure,Neurologic,silver,
"Authorized in rom <LOCATION> with Guardian. Seizures x two, affected upper torso lasting <DATE_TIME>. Was given 2mg of ativan",405,Seizure,Neurologic,silver,
village vital signs for Dr. <PERSON>,866,Minor complaints NOS,General and Minor,silver,
seisure,405,Seizure,Neurologic,silver,
"Authorized in from <LOCATION> with guardian related to seizure activity, on/off for <DATE_TIME> lastin <DATE_TIME>. Last seizure was <DATE_TIME>. FSBS 108. was given ativan 2mg IV and 10mg diastat PR",405,Seizure,Neurologic,silver,
"fv, breakthrough seizures",405,Seizure,Neurologic,silver,
"Seizure, altered mental status",405,Seizure,Neurologic,silver,
real bad stomach pain,251,Abdominal pain,Gastrointestinal,silver,
stomach pain worse,251,Abdominal pain,Gastrointestinal,silver,
"41yo M ccFacial swelling said he had dental surgery <DATE_TIME> and stitches are still in, always had a bubble on his upper jaw by cheekbone, it would get big and then small, now its huge over <DATE_TIME>",104,Neck swelling/pain,ENT - Mouth/Throat/Neck,silver,
sore or infected gums with abcess,101,Dental/gum problem,ENT - Mouth/Throat/Neck,silver,
"EMS states, ""he had right mandible surgery and teeth pulled <DATE_TIME>. He has had complications since then. <DATE_TIME>, he started to swell on the right side of his face. Patient had no meds or interventions PTA. <NRP> and vomiting as well.",104,Neck swelling/pain,ENT - Mouth/Throat/Neck,silver,
41M here for possible red streak,709,Localized swelling/redness,Skin,silver,
"Authorized in from <LOCATION>, <DATE_TIME> slipped and fell. Two puncture wound to Left palm area, redness to area",704,Laceration/puncture,Skin,silver,
recheck on hand injury,710,Wound check,Skin,silver,
followup visit,866,Minor complaints NOS,General and Minor,silver,
31yo female with seizures and stroke symptoms,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
Having a seizure now,405,Seizure,Neurologic,silver,
"Severe Stress Reaction with Anxiety and Depression, Personality Disorder",352,Anxiety/situational crisis,Mental Health,rule,ANXIETY
Epilepsy/pseudoseizures,405,Seizure,Neurologic,silver,
mental health emergency: suicide attempt,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
"Authorized in from <LOCATION>, with Guardian. Has been depressed and attempted to OD on 6500mg of tylenol at 1600. ""I don't want to live here"" past hx of the same. just left API AMA. states they didn't help her. Willing to seek help now. verbal contract not",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
<DATE_TIME>. F comes in wanting to report an assault,866,Minor complaints NOS,General and Minor,silver,
labor check,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
HA on left side of head <DATE_TIME>. last 325mg of tylenol at 2200.,404,Headache,Neurologic,silver,
"pt calls to report has HA that just started now, rates pain <PHONE_NUMBER>, denies vision changes, abd pain, ctx, bleeding, leaking, endorses FM. pt reports had made deal with CNM <DATE_TIME> and Dr. on call <DATE_TIME> that pt could come in for IOL <DATE_TIME> if had HA.",404,Headache,Neurologic,silver,
head ache and wanting induction now,404,Headache,Neurologic,silver,
IOL,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
"Pt states she had tubes ties yest and wants wound looked at. Wound dressed, appears appropiate, mild redness/bruising. No drainage.",856,Dressing change,General and Minor,silver,
"heart problem, chronic care with chest pain <DATE_TIME> and <DATE_TIME>",3,Chest pain—cardiac features,Cardiovascular,silver,
"Atrial Fib provider, awaiting Med Flight",5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
"FV, PAMC hosp d/c A. fib, s/p ablation, echo, device check, labs",865,Post-operative complications,General and Minor,rule,POST_OP
needs anti-anxiety meds to travel,352,Anxiety/situational crisis,Mental Health,rule,ANXIETY
"c/o nausea x <DATE_TIME>, denied Vomiting or diarrhea, afebrile. Last BM <DATE_TIME>",257,Nausea and/or vomiting,Gastrointestinal,silver,
"FV discharge from Prov, diverticulitis, severe CHF",999,Unknown,General and Minor,rule,CHF_UNKNOWN
Hosp d/c,865,Post-operative complications,General and Minor,silver,
"abdominal pain, reports eating corn dog, poppers and wings from AC.",251,Abdominal pain,Gastrointestinal,silver,
Pt BIB air EMS for SBO from <LOCATION>. Pt arrived with NG tube in place A/o x4 in no acute distress,251,Abdominal pain,Gastrointestinal,rule,BOWEL_OBSTRUCTION
FV - Laparoscopic small bowel resection,865,Post-operative complications,General and Minor,silver,
Pt arrives via triage told to come in to be re-admitted after an abdomen surgery. Last solid food was <DATE_TIME> 5/6pm.,865,Post-operative complications,General and Minor,silver,
fv SBO,251,Abdominal pain,Gastrointestinal,rule,BOWEL_OBSTRUCTION
"pt c/o vominting and weaness, started first chemo <DATE_TIME> for pancreatic CA. pt needs treatment for dehydration, c/o abd pain <DATE_TIME>.",7,General weakness,Cardiovascular,rule,DEHYDRATION
Follow Care for pancreatic cancer.,866,Minor complaints NOS,General and Minor,silver,
Patient had surgery on left side of abdomen for pancreatic cancer. Now has severe pain with no help from hydrocodone. Feeling nauseated. Is also having hard time passing BM. Stool is soft but it seems to be stuck in stomach. Is also making noise in belly.,251,Abdominal pain,Gastrointestinal,silver,
med evac in for intractable pancreatic pain hx: cancer in same,251,Abdominal pain,Gastrointestinal,silver,
"Ambulates to triage with c/o constipation, hx of colon cancer, was seen at Prov <DATE_TIME> with no relief. No bowel movement since <DATE_TIME> and states was very small. Has been a pt of Dr. <PERSON>.",253,Constipation,Gastrointestinal,silver,
"Wheeled into triage with c/o SOB and abd distention, hx of Pancreatic Cancer, had balloon procedure <DATE_TIME> and is now having abd pain. Called oncology pta.",263,Abdominal mass/distention,Gastrointestinal,silver,
RPNV 32 <DATE_TIME> and NST,999,Unknown,General and Minor,silver,
"<PERSON> that have been consistant <DATE_TIME>, painful and letting baby move a lot",458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
Increased contractions,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
transport for PTL eval from <LOCATION>,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
returned for 2nd Betamethasone injection,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
prenatal,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
Hx IUFD@24w,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
"""My stomach is tight""",251,Abdominal pain,Gastrointestinal,silver,
"Suicidal ideation, left hip pain, <DATE_TIME> pregnant",351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
rpnv 18 w <DATE_TIME> days,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
snowmachine accident just PTA patient was unresponsive on scens bleeding from nose and mouth. able to follow commands.alcohol involved,802,Major trauma—blunt,Trauma,silver,
"Medevac from <LOCATION>, Trauma Alert 2, ejected from snowmachine - facial, scapular fractures. See Trauma Flow Sheet.",802,Major trauma—blunt,Trauma,silver,
"<DATE_TIME> , due date <DATE_TIME>. Having contractions every 5 minutes, lost mucus plug <DATE_TIME>",458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
LABOR,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
PPH and possible PEC,455,Vaginal bleed,OB/GYN,rule,PPH_OBSTETRIC_BLEED
Postpartum blood pressure check,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
"25 y/o male c/o injury to elbow and fingers, He's been fevering for <DATE_TIME>, dehydration, nausea",7,General weakness,Cardiovascular,rule,DEHYDRATION
"Musculoskeletal Pain, Possible Closed Fracture",556,Upper extremity injury,Orthopedic,silver,
"pt authorized in for left elbow pain and swelling, hot to touch, tender after injury on <DATE_TIME>, also c/o ha",556,Upper extremity injury,Orthopedic,silver,
41yo female having an alcohol withdrawal,753,Substance withdrawal,Substance Misuse,rule,SUBSTANCE_WITHDRAWAL
recheck etoh with drawl still not good,753,Substance withdrawal,Substance Misuse,silver,
alcohol drug 3 mild alcohol withdrawl not any better since last treatment <DATE_TIME>,753,Substance withdrawal,Substance Misuse,silver,
ETOH withdraw,753,Substance withdrawal,Substance Misuse,silver,
"ETOH withdrawal, SI",753,Substance withdrawal,Substance Misuse,rule,SUBSTANCE_WITHDRAWAL
PT PRESENTS TO <PERSON> VIA EMS FROM FRIENDS HOUSE WITH ETOH INTOXICATION,751,Substance misuse/intoxication,Substance Misuse,silver,
Lump on neck,104,Neck swelling/pain,ENT - Mouth/Throat/Neck,silver,
Dysuria for <DATE_TIME>,307,UTI complaints,Genitourinary,silver,
"<DATE_TIME> male here ""for sick"" auntie called on-cal for pt stating he is real sick been laying in bed <DATE_TIME>.",866,Minor complaints NOS,General and Minor,silver,
"sore throat x <DATE_TIME>, cough with green mucus. kids sick at home as well",154,URTI complaints,ENT - Nose,silver,
"BIB Guardian from <LOCATION> for possible tracheal vs esophageal injury. Pt alert, oriented, ambulatory, arrives w/ 18g PIV in-place inserted <DATE_TIME>.",105,Neck trauma,ENT - Mouth/Throat/Neck,silver,
"Hand sanitizer ingestion, alcohol ingestion",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Cold exposure,201,Frostbite/cold injury,Environmental,silver,
BIB Guardian for NSTEMI from <LOCATION>. Pt aox4. ambulatory. denies CP/ SOB. Reports last alcoholic drink was <DATE_TIME>. CIWA 0. NPO since <DATE_TIME>. 0.5mg of ativan given en route for anxiety.,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
hospital discharge,865,Post-operative complications,General and Minor,silver,
"Pt amb into triage, sent from AK regional for follow up on R arm. Pt states ""my arm just keeps breaking"". Hx open heart surgery and currently on precautions for open sternum.able to move arm but states he has pain an d""I can feel the break in it"".",999,Unknown,General and Minor,rule,ACUTE_RENAL_FAILURE_UNKNOWN
s/P CABG,865,Post-operative complications,General and Minor,rule,POST_OP
"Pt s/p CABG x 3 vessel <DATE_TIME>, c/o mid-anterior chest pain, SOB, HA, nausea, anxiousness, found out he was possibly exposed to <PERSON> x <DATE_TIME>; denies vomiting, dizziness, palpitations. Pt alert, ambulates steadily.",865,Post-operative complications,General and Minor,rule,POST_OP
"pt amb into triage w/ CC of anxiety & CP over incision site from a triple bypass on <DATE_TIME> @ reg. pt reports feeling very anxious & wakes w/ <LOCATION> qAM that worsens @ night and w/ inspiration. pt AOX4, appears anxious. Denies numb/tingling",352,Anxiety/situational crisis,Mental Health,rule,ANXIETY
"Ref: Chest pain after CABG, frequent <PERSON> visits, also anxiety episodes <PERSON>, <PERSON>, <LOCATION>",352,Anxiety/situational crisis,Mental Health,rule,ANXIETY
pt for <DATE_TIME> has #10 pain. but has been <DATE_TIME>. hurts some much she falls to the ground,551,Back pain,Orthopedic,silver,
right lower abd pain that started <DATE_TIME> after jumping off her 4 wheeler,251,Abdominal pain,Gastrointestinal,silver,
RPNV,257,Nausea and/or vomiting,Gastrointestinal,silver,
Ruptured membrane at <DATE_TIME>,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
SROM Transport,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
"24yr yr female who is 29weeks pregnant.woke up with blood on panties,went to bath blood in toilet bowl,slso when she wiped,blood on toilet paper.",455,Vaginal bleed,OB/GYN,silver,
bkleeding from vagina 28 weeks.possibly labor.more lower back pain.,455,Vaginal bleed,OB/GYN,silver,
"nad ,no pain but keep holding lower back and hoklding her stomach",455,Vaginal bleed,OB/GYN,silver,
"24 yo female CC: <DATE_TIME> gestation, Positive Chlamydia Infection per WH",303,Genital discharge/lesion,Genitourinary,silver,
"24 yo female CC; <DATE_TIME> gesation, Positive Chlamydia Infection per WH",303,Genital discharge/lesion,Genitourinary,silver,
"alert, awake, NAD, calm,",866,Minor complaints NOS,General and Minor,silver,
"SOB, nausea, chills, epigastric discomfort",651,Shortness of breath,Respiratory,silver,
"Authorized in with Guardian from <LOCATION>. ATV accident around <DATE_TIME> had been drinking. made statements in clininc that wanted to end her life, now states she would never act on those thoughts. right wrist deformity",351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
Patient was riding a four wheeler on the hillside road went off road handle bar hit her right hand.,556,Upper extremity injury,Orthopedic,silver,
"musculoskeletal pain,closed fracture",555,Lower extremity pain,Orthopedic,silver,
Right arm check,858,Cast check,General and Minor,silver,
